Record_ID,Created_Date,Qualified_Date,Closed_Date,Revenue,Region,Segment,Opportunity_Source,Outbound
a734U000000tkdAQAQ,2/10/2022,2/23/2022,3/19/2022,149,North America,SMB,Trial,FALSE
a734U000000tnPfQAI,2/17/2022,3/18/2022,3/19/2022,99,Europe,SMB,Trial,FALSE
a734U000000tnXAQAY,2/17/2022,2/23/2022,3/19/2022,79.2,North America,Mid,Trial,FALSE
a734U000000tnrtQAA,2/18/2022,3/24/2022,3/20/2022,447,North America,SMB,Trial,FALSE
a734U000000tnAGQAY,2/17/2022,3/30/2022,3/20/2022,338,North America,SMB,Trial,FALSE
a734U000000tnyBQAQ,2/18/2022,2/18/2022,3/20/2022,338,North America,Mid,Trial,FALSE
a734U000000tnvvQAA,2/14/2022,2/17/2022,3/20/2022,299,North America,Agency,Lead,FALSE
a734U000000tnQJQAY,2/17/2022,3/22/2022,3/20/2022,198,Europe,Mid,Trial,FALSE
a734U000000tnvqQAA,2/18/2022,2/23/2022,3/20/2022,169,North America,Agency,Trial,FALSE
a734U000000tnxDQAQ,2/18/2022,2/25/2022,3/20/2022,149,North America,Mid,Trial,FALSE
a734U000000to15QAA,2/18/2022,2/21/2022,3/20/2022,149,North America,Enterprise,Trial,FALSE
a734U000000tkRxQAI,2/10/2022,2/15/2022,3/20/2022,134.86,North America,SMB,Trial,FALSE
a734U000000tirtQAA,2/7/2022,3/21/2022,3/20/2022,99,Europe,SMB,Trial,FALSE
a734U000000tnknQAA,2/18/2022,3/10/2022,3/20/2022,99,Africa,Agency,Trial,FALSE
a734U000000tjtgQAA,1/19/2022,1/25/2022,3/21/2022,1850.64,North America,SMB,Lead,FALSE
a734U000000tKLtQAM,12/6/2021,1/17/2022,3/21/2022,1799,Europe,Mid,Trial,FALSE
a734U000000tsQxQAI,1/5/2022,1/6/2022,3/21/2022,1666.67,North America,Enterprise,BDR,TRUE
a734U000000ta6LQAQ,1/18/2022,1/20/2022,3/21/2022,521.5,Europe,Enterprise,Lead,FALSE
a734U000000twahQAA,3/11/2022,3/14/2022,3/21/2022,399,Europe,SMB,Trial,FALSE
a734U000000u0S8QAI,2/8/2022,2/21/2022,3/21/2022,362.06,North America,SMB,Lead,FALSE
a734U000000tYQOQA2,1/13/2022,3/22/2022,3/21/2022,338,North America,SMB,Trial,FALSE
a734U000000tk7TQAQ,2/9/2022,2/10/2022,3/21/2022,299,North America,SMB,Trial,FALSE
a734U000000tmI4QAI,2/9/2022,3/21/2022,3/21/2022,299,Europe,Agency,Lead,FALSE
a734U000000tn4SQAQ,2/16/2022,3/22/2022,3/21/2022,279,North America,SMB,Trial,FALSE
a734U000000tmDEQAY,2/15/2022,3/21/2022,3/21/2022,169,Australia Pacific,SMB,Lead,FALSE
a734U000000toC3QAI,2/19/2022,3/22/2022,3/21/2022,169,North America,SMB,Trial,FALSE
a734U000000to0HQAQ,2/18/2022,2/28/2022,3/21/2022,169,North America,SMB,Trial,FALSE
a734U000000tkPNQAY,2/10/2022,3/22/2022,3/21/2022,169,North America,SMB,Trial,FALSE
a734U000000tmyyQAA,2/16/2022,3/22/2022,3/21/2022,169,North America,Agency,Trial,FALSE
a734U000000txbHQAQ,3/14/2022,3/22/2022,3/21/2022,169,Europe,SMB,Trial,FALSE
a734U000000tUVFQA2,1/5/2022,3/22/2022,3/21/2022,169,Europe,SMB,Trial,FALSE
a734U000000tlodQAA,2/14/2022,3/21/2022,3/21/2022,169,Europe,Mid,Trial,FALSE
a734U000000tkxtQAA,3/21/2022,3/21/2022,3/21/2022,169,Europe,Mid,Trial,FALSE
a734U000000tg1CQAQ,2/1/2022,3/21/2022,3/21/2022,169,Asia,SMB,Trial,FALSE
a734U000000tnR2QAI,2/17/2022,3/22/2022,3/21/2022,169,Asia,SMB,Trial,FALSE
a734U000000thPPQAY,2/3/2022,2/8/2022,3/21/2022,169,North America,SMB,Trial,FALSE
a734U000000tmsRQAQ,2/16/2022,2/21/2022,3/21/2022,169,North America,Mid,Trial,FALSE
a734U000000to6eQAA,2/19/2022,3/23/2022,3/21/2022,149,Middle East,SMB,Trial,FALSE
a734U000000tmwiQAA,2/16/2022,3/18/2022,3/21/2022,149,North America,Agency,Trial,FALSE
a734U000000tybmQAA,3/8/2022,3/22/2022,3/21/2022,149,North America,Mid,Lead,FALSE
a734U000000tmTqQAI,2/15/2022,2/21/2022,3/21/2022,141,North America,SMB,Lead,FALSE
a734U000000tnfxQAA,2/18/2022,3/22/2022,3/21/2022,99,North America,SMB,Trial,FALSE
a734U000000thc9QAA,2/4/2022,3/21/2022,3/21/2022,99,North America,SMB,Trial,FALSE
a734U000000tilMQAQ,3/21/2022,3/21/2022,3/21/2022,99,Europe,Mid,Trial,FALSE
a734U000000tnu4QAA,2/18/2022,3/29/2022,3/21/2022,99,North America,SMB,Trial,FALSE
a734U000000tnopQAA,2/18/2022,3/21/2022,3/21/2022,89,Europe,Mid,Trial,FALSE
a734U000000tbNrQAI,1/20/2022,2/14/2022,3/21/2022,89,North America,Enterprise,Trial,FALSE
a734U000000ttJsQAI,9/28/2021,9/30/2021,3/22/2022,3978.61,Europe,Enterprise,Lead,FALSE
a734U000000u0TQQAY,11/29/2021,11/29/2021,3/22/2022,2063.73,North America,Mid,Self-Gen,TRUE
a734U000000tzToQAI,3/18/2022,3/18/2022,3/22/2022,904.5,North America,Mid,Trial,FALSE
a734U000000tl1RQAQ,2/11/2022,2/14/2022,3/22/2022,653.29,North America,Mid,Trial,FALSE
a734U000000tokoQAA,1/26/2022,1/26/2022,3/22/2022,338,North America,SMB,Lead,FALSE
a734U000000tnN0QAI,2/4/2022,2/16/2022,3/22/2022,298,Europe,Mid,Lead,FALSE
a734U000000tmeoQAA,2/16/2022,3/22/2022,3/22/2022,238.4,Asia,SMB,Trial,FALSE
a734U000000u0uqQAA,3/11/2022,3/11/2022,3/22/2022,229.08,North America,Mid,Self-Gen,TRUE
a734U000000tkPIQAY,2/10/2022,3/31/2022,3/22/2022,198,Europe,SMB,Trial,FALSE
a734U000000tnx3QAA,2/18/2022,3/22/2022,3/22/2022,198,North America,SMB,Trial,FALSE
a734U000000toH8QAI,2/20/2022,3/22/2022,3/22/2022,169,Europe,Agency,Trial,FALSE
a734U000000teTTQAY,1/27/2022,3/28/2022,3/22/2022,169,North America,SMB,Trial,FALSE
a734U000000tna9QAA,2/18/2022,3/22/2022,3/22/2022,169,North America,SMB,Trial,FALSE
a734U000000tloJQAQ,2/14/2022,3/23/2022,3/22/2022,169,Europe,Mid,Trial,FALSE
a734U000000tdP1QAI,1/25/2022,2/1/2022,3/22/2022,149,North America,Mid,Trial,FALSE
a734U000000tamWQAQ,1/19/2022,3/16/2022,3/22/2022,149,North America,SMB,Trial,FALSE
a734U000000tonnQAA,2/16/2022,2/18/2022,3/22/2022,149,North America,Enterprise,Lead,FALSE
a734U000000tm26QAA,2/14/2022,3/23/2022,3/22/2022,149,North America,SMB,Trial,FALSE
a734U000000twOqQAI,3/3/2022,3/9/2022,3/22/2022,134.09,North America,Enterprise,Lead,FALSE
a734U000000tkVzQAI,2/10/2022,3/22/2022,3/22/2022,99,Europe,Mid,Trial,FALSE
a734U000000tkrHQAQ,2/11/2022,3/22/2022,3/22/2022,99,Europe,SMB,Trial,FALSE
a734U000000toDkQAI,2/20/2022,3/30/2022,3/22/2022,99,North America,SMB,Trial,FALSE
a734U000000toOiQAI,2/20/2022,2/22/2022,3/22/2022,89,North America,SMB,Trial,FALSE
a734U000000ty2cQAA,11/8/2021,11/12/2021,3/23/2022,4886.35,North America,Enterprise,Lead,FALSE
a734U000000tieQQAQ,2/7/2022,2/25/2022,3/23/2022,1349,Europe,Agency,Trial,FALSE
a734U000000u1RGQAY,1/5/2022,1/13/2022,3/23/2022,836,North America,Enterprise,Lead,FALSE
a734U000000tdqWQAQ,1/26/2022,1/26/2022,3/23/2022,799,North America,SMB,Trial,FALSE
a734U000000u0WoQAI,3/21/2022,3/22/2022,3/23/2022,405.6,North America,SMB,Trial,FALSE
a734U000000tmteQAA,2/3/2022,2/17/2022,3/23/2022,402,North America,Mid,Lead,FALSE
a734U000000toaZQAQ,2/21/2022,3/31/2022,3/23/2022,396,Europe,SMB,Trial,FALSE
a734U000000tonOQAQ,2/21/2022,3/31/2022,3/23/2022,338,North America,Agency,Trial,FALSE
a734U000000toyHQAQ,2/22/2022,3/3/2022,3/23/2022,300,North America,Agency,Trial,FALSE
a734U000000tomQQAQ,2/21/2022,3/3/2022,3/23/2022,299,Europe,Agency,Trial,FALSE
a734U000000toptQAA,2/21/2022,3/1/2022,3/23/2022,298,North America,Agency,Trial,FALSE
a734U000000toq3QAA,2/21/2022,3/2/2022,3/23/2022,187.77,North America,SMB,Trial,FALSE
a734U000000tbGbQAI,1/20/2022,3/25/2022,3/23/2022,169,North America,SMB,Trial,FALSE
a734U000000tmnHQAQ,2/16/2022,3/23/2022,3/23/2022,169,Europe,Mid,Trial,FALSE
a734U000000tm7QQAQ,2/15/2022,3/23/2022,3/23/2022,149,Australia Pacific,Mid,Trial,FALSE
a734U000000tn8FQAQ,2/14/2022,2/16/2022,3/23/2022,149,North America,SMB,Lead,FALSE
a734U000000tokeQAA,11/1/2021,11/4/2021,3/23/2022,149,North America,Enterprise,Lead,FALSE
a734U000000tor1QAA,2/21/2022,3/14/2022,3/23/2022,149,North America,SMB,Trial,FALSE
a734U000000tpNRQAY,3/16/2022,3/16/2022,3/23/2022,149,North America,SMB,Trial,FALSE
a734U000000tohkQAA,2/21/2022,3/23/2022,3/23/2022,149,North America,SMB,Trial,FALSE
a734U000000totvQAA,2/21/2022,2/21/2022,3/23/2022,149,North America,SMB,Trial,FALSE
a734U000000u0tOQAQ,3/2/2022,3/11/2022,3/23/2022,148.99,North America,Mid,BDR,TRUE
a734U000000tosJQAQ,2/1/2022,2/4/2022,3/23/2022,99,North America,Mid,Unknown,FALSE
a734U000000tojgQAA,2/21/2022,2/22/2022,3/23/2022,89,North America,Enterprise,Trial,FALSE
a734U000000torLQAQ,2/21/2022,3/23/2022,3/23/2022,89,Australia Pacific,Mid,Trial,FALSE
a734U000000todsQAA,2/21/2022,3/3/2022,3/23/2022,89,Europe,Agency,Trial,FALSE
a734U000000tdAfQAI,1/6/2022,1/19/2022,3/24/2022,4749,Europe,Mid,Lead,FALSE
a734U000000tpBVQAY,2/22/2022,2/22/2022,3/24/2022,3086.57,Europe,Mid,Trial,FALSE
a734U000000tisIQAQ,1/27/2022,2/2/2022,3/24/2022,1333.32,North America,SMB,Lead,FALSE
a734U000000tUWNQA2,1/5/2022,1/28/2022,3/24/2022,1200,Asia,Mid,Trial,FALSE
a734U000000tq0nQAA,2/23/2022,3/8/2022,3/24/2022,899,North America,Mid,Trial,FALSE
a734U000000u0RUQAY,3/21/2022,3/21/2022,3/24/2022,812.53,Europe,Enterprise,Trial,FALSE
a734U000000tpEFQAY,2/24/2022,2/24/2022,3/24/2022,781.9,North America,Mid,Trial,FALSE
a734U000000thzwQAA,2/4/2022,2/8/2022,3/24/2022,615.6,North America,Mid,Trial,FALSE
a734U000000tpJ5QAI,2/22/2022,3/2/2022,3/24/2022,558,North America,Mid,Trial,FALSE
a734U000000u1VSQAY,2/14/2022,2/18/2022,3/24/2022,525,North America,Agency,Lead,FALSE
a734U000000tzCOQAY,3/17/2022,3/17/2022,3/24/2022,499,North America,SMB,Trial,FALSE
a734U000000tpr7QAA,1/5/2022,1/18/2022,3/24/2022,338,North America,Mid,Lead,FALSE
a734U000000u2DAQAY,3/22/2022,3/24/2022,3/24/2022,298,North America,SMB,Lead,FALSE
a734U000000tmrnQAA,2/16/2022,3/17/2022,3/24/2022,267,North America,SMB,Trial,FALSE
a734U000000tpPhQAI,2/11/2022,2/17/2022,3/24/2022,249,North America,SMB,Trial,FALSE
a734U000000tpNlQAI,2/22/2022,3/21/2022,3/24/2022,223,North America,SMB,Trial,FALSE
a734U000000thZtQAI,2/3/2022,3/25/2022,3/24/2022,169,North America,SMB,Trial,FALSE
a734U000000toByQAI,2/19/2022,3/2/2022,3/24/2022,169,North America,SMB,Trial,FALSE
a734U000000tp66QAA,2/22/2022,3/31/2022,3/24/2022,169,Europe,SMB,Trial,FALSE
a734U000000tpMOQAY,2/22/2022,3/21/2022,3/24/2022,169,North America,SMB,Trial,FALSE
a734U000000towzQAA,2/22/2022,3/10/2022,3/24/2022,169,North America,SMB,Trial,FALSE
a734U000000tXL8QAM,1/11/2022,3/28/2022,3/24/2022,169,North America,SMB,Trial,FALSE
a734U000000tXBXQA2,1/11/2022,3/3/2022,3/24/2022,169,North America,Agency,Trial,FALSE
a734U000000u1FPQAY,3/23/2022,3/23/2022,3/24/2022,169,Middle East,Mid,Trial,FALSE
a734U000000slkjQAA,9/9/2021,9/10/2021,3/24/2022,149,North America,Mid,Trial,FALSE
a734U000000tpQLQAY,2/15/2022,2/23/2022,3/24/2022,149,North America,Mid,Lead,FALSE
a734U000000tpDHQAY,2/22/2022,3/24/2022,3/24/2022,149,North America,SMB,Trial,FALSE
a734U000000tpOyQAI,2/22/2022,3/29/2022,3/24/2022,149,North America,SMB,Trial,FALSE
a734U000000tpBpQAI,2/17/2022,2/18/2022,3/24/2022,136.88,North America,Mid,Lead,FALSE
a734U000000u2B9QAI,3/10/2022,3/11/2022,3/24/2022,135.41,North America,SMB,Lead,FALSE
a734U000000tp4ZQAQ,2/22/2022,3/25/2022,3/24/2022,99,Africa,SMB,Trial,FALSE
a734U000000tpGGQAY,2/22/2022,3/23/2022,3/24/2022,99,North America,SMB,Trial,FALSE
a734U000000tfQGQAY,3/24/2022,3/24/2022,3/24/2022,99,Australia Pacific,SMB,Trial,FALSE
a734U000000tlzCQAQ,2/14/2022,3/24/2022,3/24/2022,99,North America,SMB,Trial,FALSE
a734U000000tondQAA,2/21/2022,3/24/2022,3/24/2022,99,North America,SMB,Trial,FALSE
a734U000000tlloQAA,3/24/2022,4/25/2022,3/24/2022,99,Australia Pacific,Agency,Lead,FALSE
a734U000000u0aRQAQ,3/11/2022,3/17/2022,3/24/2022,99,North America,SMB,Unknown,FALSE
a734U000000txuYQAQ,3/15/2022,3/25/2022,3/24/2022,99,Europe,SMB,Trial,FALSE
a734U000000toZCQAY,2/21/2022,3/28/2022,3/24/2022,99,North America,SMB,Trial,FALSE
a734U000000tpGLQAY,2/22/2022,3/15/2022,3/24/2022,99,North America,Enterprise,Trial,FALSE
a734U000000toa0QAA,2/21/2022,3/24/2022,3/24/2022,89,Asia,Enterprise,Trial,FALSE
a734U000000tpJtQAI,2/22/2022,3/7/2022,3/24/2022,89,North America,Enterprise,Trial,FALSE
a734U000000tpJeQAI,2/22/2022,3/8/2022,3/24/2022,89,North America,Mid,Trial,FALSE
a734U000000tsYrQAI,12/17/2021,12/29/2021,3/25/2022,7362.51,North America,Enterprise,Lead,FALSE
a734U000000tmPAQAY,2/15/2022,2/28/2022,3/25/2022,916.41,North America,Enterprise,Trial,FALSE
a734U000000tbGqQAI,12/14/2021,1/6/2022,3/25/2022,719.94,North America,Enterprise,Lead,FALSE
a734U000000tj4EQAQ,2/8/2022,3/16/2022,3/25/2022,650,North America,Agency,Trial,FALSE
a734U000000tpVVQAY,2/23/2022,2/24/2022,3/25/2022,583,Middle East,Mid,Trial,FALSE
a734U000000tcjUQAQ,1/24/2022,1/28/2022,3/25/2022,532.39,North America,Agency,BDR,TRUE
a734U000000u2DZQAY,3/24/2022,3/24/2022,3/25/2022,498,North America,SMB,Trial,FALSE
a734U000000tpVLQAY,2/23/2022,3/17/2022,3/25/2022,463,Australia Pacific,Mid,Trial,FALSE
a734U000000ttHXQAY,3/3/2022,3/3/2022,3/25/2022,333.25,Middle East,Mid,Trial,FALSE
a734U000000tpqnQAA,2/23/2022,3/2/2022,3/25/2022,279,North America,Mid,Trial,FALSE
a734U000000tj0CQAQ,1/31/2022,2/2/2022,3/25/2022,279,North America,Mid,Lead,FALSE
a734U000000tUpjQAE,1/5/2022,2/2/2022,3/25/2022,249,North America,Mid,Trial,FALSE
a734U000000tjTiQAI,2/8/2022,3/9/2022,3/25/2022,185.33,North America,SMB,Trial,FALSE
a734U000000tpuBQAQ,2/18/2022,2/23/2022,3/25/2022,174,North America,SMB,Lead,FALSE
a734U000000tpqOQAQ,2/23/2022,3/23/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000tpdoQAA,2/23/2022,2/23/2022,3/25/2022,169,Africa,Agency,Trial,FALSE
a734U000000thHVQAY,2/3/2022,3/28/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000tpFwQAI,2/22/2022,3/31/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000toqwQAA,2/21/2022,3/10/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000tjn9QAA,2/9/2022,3/14/2022,3/25/2022,169,Europe,SMB,Trial,FALSE
a734U000000tq3IQAQ,2/23/2022,3/24/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000tpQzQAI,2/23/2022,4/5/2022,3/25/2022,169,North America,SMB,Trial,FALSE
a734U000000tq3rQAA,2/24/2022,2/25/2022,3/25/2022,149,North America,SMB,Lead,FALSE
a734U000000tUSkQAM,1/5/2022,1/21/2022,3/25/2022,149,Asia,Mid,Lead,FALSE
a734U000000totRQAQ,2/21/2022,3/28/2022,3/25/2022,149,North America,SMB,Trial,FALSE
a734U000000txanQAA,3/14/2022,3/25/2022,3/25/2022,149,Europe,Mid,Trial,FALSE
a734U000000u1g1QAA,2/25/2022,3/1/2022,3/25/2022,149,North America,Mid,BDR,TRUE
a734U000000tmw9QAA,2/16/2022,3/16/2022,3/25/2022,149,North America,SMB,Trial,FALSE
a734U000000tprgQAA,2/23/2022,3/7/2022,3/25/2022,140,North America,SMB,Trial,FALSE
a734U000000ta7iQAA,1/18/2022,3/17/2022,3/25/2022,99,Middle East,Agency,BDR,TRUE
a734U000000tioGQAQ,2/7/2022,3/14/2022,3/25/2022,99,North America,SMB,Trial,FALSE
a734U000000tptDQAQ,2/23/2022,3/28/2022,3/25/2022,99,Middle East,Agency,Trial,FALSE
a734U000000tq2PQAQ,2/23/2022,3/14/2022,3/25/2022,99,North America,Agency,Trial,FALSE
a734U000000tq20QAA,2/23/2022,3/25/2022,3/25/2022,99,North America,SMB,Trial,FALSE
a734U000000tUHSQA2,3/25/2022,3/26/2022,3/25/2022,99,North America,SMB,Lead,FALSE
a734U000000tprHQAQ,2/23/2022,2/25/2022,3/25/2022,99,North America,SMB,Trial,FALSE
a734U000000tpXRQAY,2/23/2022,4/5/2022,3/25/2022,89,North America,SMB,Trial,FALSE
a734U000000tpxyQAA,3/1/2022,3/10/2022,3/25/2022,50.49,North America,Enterprise,BDR,TRUE
a734U000000tqTBQAY,1/13/2022,1/26/2022,3/26/2022,507,North America,SMB,Lead,FALSE
a734U000000tpy3QAA,2/23/2022,2/28/2022,3/26/2022,254,Australia Pacific,SMB,Trial,FALSE
a734U000000tvxpQAA,12/21/2021,3/4/2022,3/26/2022,249,North America,Mid,Self-Gen,TRUE
a734U000000tqL7QAI,2/24/2022,2/28/2022,3/26/2022,200,North America,Mid,Trial,FALSE
a734U000000tq5nQAA,2/24/2022,2/28/2022,3/26/2022,169,North America,SMB,Trial,FALSE
a734U000000tqW0QAI,2/24/2022,3/3/2022,3/26/2022,169,North America,Agency,Trial,FALSE
a734U000000tq8NQAQ,2/24/2022,3/28/2022,3/26/2022,169,North America,SMB,Trial,FALSE
a734U000000tqVlQAI,2/24/2022,3/22/2022,3/26/2022,169,North America,SMB,Trial,FALSE
a734U000000toCIQAY,2/20/2022,3/16/2022,3/26/2022,169,North America,SMB,Trial,FALSE
a734U000000tqOaQAI,2/24/2022,3/17/2022,3/26/2022,149,North America,SMB,Trial,FALSE
a734U000000tqTkQAI,2/24/2022,3/25/2022,3/26/2022,149,North America,SMB,Trial,FALSE
a734U000000tqM5QAI,2/24/2022,3/9/2022,3/26/2022,89,North America,SMB,Trial,FALSE
a734U000000tfa1QAA,1/31/2022,3/3/2022,3/27/2022,1399,Europe,Mid,Trial,FALSE
a734U000000u1SEQAY,3/3/2022,3/9/2022,3/27/2022,1149,North America,Agency,Lead,FALSE
a734U000000tqrrQAA,2/25/2022,3/17/2022,3/27/2022,763.84,North America,Mid,Trial,FALSE
a734U000000tHoEQAU,11/30/2021,11/30/2021,3/27/2022,750,Asia,SMB,Trial,FALSE
a734U000000u2FuQAI,12/8/2021,12/9/2021,3/27/2022,720,North America,Mid,Lead,FALSE
a734U000000tqbyQAA,2/25/2022,3/7/2022,3/27/2022,338,Australia Pacific,Agency,Trial,FALSE
a734U000000tq5sQAA,2/24/2022,3/28/2022,3/27/2022,249,North America,Enterprise,Lead,FALSE
a734U000000tq70QAA,2/1/2022,2/2/2022,3/27/2022,241.38,North America,SMB,Lead,FALSE
a734U000000tUG5QAM,1/4/2022,1/24/2022,3/27/2022,234.91,North America,SMB,Trial,FALSE
a734U000000tqgyQAA,2/25/2022,3/10/2022,3/27/2022,223,Europe,SMB,Trial,FALSE
a734U000000tpNCQAY,2/22/2022,3/7/2022,3/27/2022,187.69,North America,SMB,Trial,FALSE
a734U000000tqyYQAQ,2/25/2022,3/16/2022,3/27/2022,169,North America,Agency,Trial,FALSE
a734U000000tqb0QAA,2/25/2022,3/15/2022,3/27/2022,169,North America,SMB,BDR,TRUE
a734U000000tqdVQAQ,2/25/2022,3/22/2022,3/27/2022,169,North America,SMB,Trial,FALSE
a734U000000tqdBQAQ,2/25/2022,3/28/2022,3/27/2022,169,Australia Pacific,Agency,Trial,FALSE
a734U000000tqhrQAA,2/25/2022,3/28/2022,3/27/2022,169,Middle East,SMB,Trial,FALSE
a734U000000tqiLQAQ,2/25/2022,3/28/2022,3/27/2022,169,Europe,SMB,Trial,FALSE
a734U000000tqJkQAI,2/24/2022,2/28/2022,3/27/2022,169,North America,Agency,Trial,FALSE
a734U000000tr0AQAQ,2/25/2022,2/28/2022,3/27/2022,149,North America,Mid,Trial,FALSE
a734U000000tqpHQAQ,2/25/2022,2/28/2022,3/27/2022,149,North America,Mid,Trial,FALSE
a734U000000tqnpQAA,2/25/2022,3/25/2022,3/27/2022,99,Europe,Mid,Trial,FALSE
a734U000000tqvoQAA,2/25/2022,4/5/2022,3/27/2022,99,North America,SMB,Trial,FALSE
a734U000000tLcHQAU,12/8/2021,12/14/2021,3/28/2022,1849,North America,Enterprise,Trial,FALSE
a734U000000u27WQAQ,2/16/2022,2/23/2022,3/28/2022,1599,North America,Agency,Lead,FALSE
a734U000000tl4uQAA,12/21/2021,1/12/2022,3/28/2022,1594,North America,Mid,Lead,FALSE
a734U000000u3cpQAA,2/18/2022,2/22/2022,3/28/2022,1427.04,North America,SMB,Lead,FALSE
a734U000000tNs2QAE,1/18/2022,1/18/2022,3/28/2022,1250,North America,Mid,BDR,TRUE
a734U000000u2DPQAY,3/14/2022,3/16/2022,3/28/2022,1099,North America,SMB,Self-Gen,TRUE
a734U000000u2cyQAA,2/11/2022,2/18/2022,3/28/2022,1099,North America,Agency,Lead,FALSE
a734U000000tlv0QAA,1/21/2022,1/28/2022,3/28/2022,1057.07,North America,Mid,Lead,FALSE
a734U000000u3yqQAA,3/8/2022,3/14/2022,3/28/2022,899,Europe,Agency,Lead,FALSE
a734U000000tpqsQAA,2/22/2022,2/22/2022,3/28/2022,845.84,North America,Mid,Self-Gen,TRUE
a734U000000txfJQAQ,3/7/2022,3/10/2022,3/28/2022,799,North America,SMB,Lead,FALSE
a734U000000u2MCQAY,3/2/2022,3/7/2022,3/28/2022,724,Europe,Agency,Lead,FALSE
a734U000000ty52QAA,3/23/2022,3/24/2022,3/28/2022,699,Africa,Agency,Lead,FALSE
a734U000000tw8sQAA,2/22/2022,3/8/2022,3/28/2022,599,Europe,Agency,Lead,FALSE
a734U000000u3czQAA,3/4/2022,3/17/2022,3/28/2022,549,North America,SMB,Unknown,FALSE
a734U000000thdlQAA,2/4/2022,3/7/2022,3/28/2022,507,North America,Agency,Trial,FALSE
a734U000000twLcQAI,3/10/2022,3/30/2022,3/28/2022,325,North America,Agency,Trial,FALSE
a734U000000tikiQAA,2/7/2022,2/10/2022,3/28/2022,299,North America,Agency,Trial,FALSE
a734U000000txh5QAA,3/4/2022,3/7/2022,3/28/2022,298,North America,SMB,Lead,FALSE
a734U000000u3UvQAI,3/24/2022,3/24/2022,3/28/2022,298,Europe,Mid,Trial,FALSE
a734U000000u3VAQAY,2/18/2022,2/24/2022,3/28/2022,283.1,North America,Mid,Lead,FALSE
a734U000000tqq5QAA,2/25/2022,3/28/2022,3/28/2022,279,North America,SMB,Trial,FALSE
a734U000000u3QPQAY,3/10/2022,3/23/2022,3/28/2022,265.25,Europe,Mid,Lead,FALSE
a734U000000tGgiQAE,11/26/2021,2/15/2022,3/28/2022,260,Europe,SMB,Trial,FALSE
a734U000000tmMaQAI,2/15/2022,3/9/2022,3/28/2022,249,North America,Enterprise,Trial,FALSE
a734U000000tq1bQAA,2/23/2022,3/28/2022,3/28/2022,194,North America,Agency,Trial,FALSE
a734U000000tzWdQAI,3/14/2022,3/16/2022,3/28/2022,185.9,North America,Mid,Lead,FALSE
a734U000000tm0eQAA,2/14/2022,2/16/2022,3/28/2022,169,North America,SMB,Trial,FALSE
a734U000000tr2BQAQ,2/26/2022,3/2/2022,3/28/2022,169,North America,Agency,Trial,FALSE
a734U000000tqydQAA,2/25/2022,3/10/2022,3/28/2022,169,North America,Agency,Trial,FALSE
a734U000000tqPTQAY,2/24/2022,3/30/2022,3/28/2022,169,North America,SMB,Trial,FALSE
a734U000000u3ayQAA,3/28/2022,3/28/2022,3/28/2022,169,North America,Mid,Trial,FALSE
a734U000000tnSZQAY,2/17/2022,2/24/2022,3/28/2022,169,North America,SMB,Trial,FALSE
a734U000000tquRQAQ,2/25/2022,3/1/2022,3/28/2022,169,North America,SMB,Trial,FALSE
a734U000000tqFxQAI,2/24/2022,3/28/2022,3/28/2022,169,Europe,Agency,Trial,FALSE
a734U000000tyl3QAA,2/28/2022,3/15/2022,3/28/2022,149,North America,Mid,Lead,FALSE
a734U000000tVaBQAU,3/28/2022,3/28/2022,3/28/2022,149,Europe,SMB,Trial,FALSE
a734U000000tq8IQAQ,2/24/2022,3/28/2022,3/28/2022,149,Australia Pacific,Mid,Trial,FALSE
a734U000000tpKNQAY,2/22/2022,2/23/2022,3/28/2022,143.31,North America,SMB,Trial,FALSE
a734U000000tyPvQAI,3/1/2022,3/7/2022,3/28/2022,139,Europe,Mid,Lead,FALSE
a734U000000tcn2QAA,1/24/2022,2/1/2022,3/28/2022,134.08,North America,Mid,Trial,FALSE
a734U000000tqnaQAA,2/25/2022,3/3/2022,3/28/2022,120,North America,SMB,Trial,FALSE
a734U000000tmzSQAQ,2/16/2022,3/30/2022,3/28/2022,99,Europe,Agency,Trial,FALSE
a734U000000tpnjQAA,2/23/2022,3/29/2022,3/28/2022,99,North America,SMB,Trial,FALSE
a734U000000taFwQAI,1/18/2022,3/3/2022,3/28/2022,99,Europe,SMB,Trial,FALSE
a734U000000toniQAA,2/21/2022,3/29/2022,3/28/2022,89,North America,SMB,Trial,FALSE
a734U000000tqyxQAA,2/25/2022,3/28/2022,3/28/2022,80.98,North America,SMB,Trial,FALSE
a734U000000tr1hQAA,2/22/2022,2/23/2022,3/28/2022,79.2,North America,SMB,Lead,FALSE
a734U000000u3aPQAQ,1/28/2022,1/29/2022,3/29/2022,3470.4,North America,Enterprise,BDR,TRUE
a734U000000u29SQAQ,8/13/2020,8/14/2020,3/29/2022,2903.67,Latin America,SMB,Unknown,FALSE
a734U000000u4C9QAI,2/24/2022,2/28/2022,3/29/2022,1203.25,North America,SMB,Lead,FALSE
